DateID,Date,Year,Month,MonthName,Day
20250730,2025-07-30,2025,7,July,30
20250731,2025-07-31,2025,7,July,31
20250801,2025-08-01,2025,8,August,1
20250802,2025-08-02,2025,8,August,2
20250803,2025-08-03,2025,8,August,3
20250804,2025-08-04,2025,8,August,4
20250805,2025-08-05,2025,8,August,5
20250806,2025-08-06,2025,8,August,6
20250807,2025-08-07,2025,8,August,7
20250808,2025-08-08,2025,8,August,8
20250809,2025-08-09,2025,8,August,9
20250810,2025-08-10,2025,8,August,10
20250811,2025-08-11,2025,8,August,11
20250812,2025-08-12,2025,8,August,12
20250813,2025-08-13,2025,8,August,13
20250814,2025-08-14,2025,8,August,14
20250815,2025-08-15,2025,8,August,15
20250816,2025-08-16,2025,8,August,16
20250817,2025-08-17,2025,8,August,17
20250818,2025-08-18,2025,8,August,18
20250819,2025-08-19,2025,8,August,19
20250820,2025-08-20,2025,8,August,20
20250821,2025-08-21,2025,8,August,21
20250822,2025-08-22,2025,8,August,22
20250823,2025-08-23,2025,8,August,23
20250824,2025-08-24,2025,8,August,24
20250825,2025-08-25,2025,8,August,25
20250826,2025-08-26,2025,8,August,26
20250827,2025-08-27,2025,8,August,27
20250828,2025-08-28,2025,8,August,28
20250829,2025-08-29,2025,8,August,29
20250830,2025-08-30,2025,8,August,30
20250831,2025-08-31,2025,8,August,31
20250901,2025-09-01,2025,9,September,1
20250902,2025-09-02,2025,9,September,2
20250903,2025-09-03,2025,9,September,3
20250904,2025-09-04,2025,9,September,4
20250905,2025-09-05,2025,9,September,5
20250906,2025-09-06,2025,9,September,6
20250907,2025-09-07,2025,9,September,7
20250908,2025-09-08,2025,9,September,8
20250909,2025-09-09,2025,9,September,9
20250910,2025-09-10,2025,9,September,10
20250911,2025-09-11,2025,9,September,11
20250912,2025-09-12,2025,9,September,12
20250913,2025-09-13,2025,9,September,13
20250914,2025-09-14,2025,9,September,14
20250915,2025-09-15,2025,9,September,15
20250916,2025-09-16,2025,9,September,16
20250917,2025-09-17,2025,9,September,17
20250918,2025-09-18,2025,9,September,18
20250919,2025-09-19,2025,9,September,19
20250920,2025-09-20,2025,9,September,20
20250921,2025-09-21,2025,9,September,21
20250922,2025-09-22,2025,9,September,22
20250923,2025-09-23,2025,9,September,23
20250924,2025-09-24,2025,9,September,24
20250925,2025-09-25,2025,9,September,25
20250926,2025-09-26,2025,9,September,26
20250927,2025-09-27,2025,9,September,27
20250928,2025-09-28,2025,9,September,28
20250929,2025-09-29,2025,9,September,29
20250930,2025-09-30,2025,9,September,30
20251001,2025-10-01,2025,10,October,1
20251002,2025-10-02,2025,10,October,2
20251003,2025-10-03,2025,10,October,3
20251004,2025-10-04,2025,10,October,4
20251005,2025-10-05,2025,10,October,5
20251006,2025-10-06,2025,10,October,6
20251007,2025-10-07,2025,10,October,7
20251008,2025-10-08,2025,10,October,8
20251009,2025-10-09,2025,10,October,9
20251010,2025-10-10,2025,10,October,10
20251011,2025-10-11,2025,10,October,11
20251012,2025-10-12,2025,10,October,12
20251013,2025-10-13,2025,10,October,13
20251014,2025-10-14,2025,10,October,14
20251015,2025-10-15,2025,10,October,15
20251016,2025-10-16,2025,10,October,16
20251017,2025-10-17,2025,10,October,17
20251018,2025-10-18,2025,10,October,18
20251019,2025-10-19,2025,10,October,19
20251020,2025-10-20,2025,10,October,20
20251021,2025-10-21,2025,10,October,21
20251022,2025-10-22,2025,10,October,22
20251023,2025-10-23,2025,10,October,23
20251024,2025-10-24,2025,10,October,24
20251025,2025-10-25,2025,10,October,25
20251026,2025-10-26,2025,10,October,26
20251027,2025-10-27,2025,10,October,27
20251028,2025-10-28,2025,10,October,28
20251029,2025-10-29,2025,10,October,29
20251030,2025-10-30,2025,10,October,30
20251031,2025-10-31,2025,10,October,31
20251101,2025-11-01,2025,11,November,1
20251102,2025-11-02,2025,11,November,2
20251103,2025-11-03,2025,11,November,3
20251104,2025-11-04,2025,11,November,4
20251105,2025-11-05,2025,11,November,5
20251106,2025-11-06,2025,11,November,6
20251107,2025-11-07,2025,11,November,7
20251108,2025-11-08,2025,11,November,8
20251109,2025-11-09,2025,11,November,9
20251110,2025-11-10,2025,11,November,10
20251111,2025-11-11,2025,11,November,11
20251112,2025-11-12,2025,11,November,12
20251113,2025-11-13,2025,11,November,13
20251114,2025-11-14,2025,11,November,14
20251115,2025-11-15,2025,11,November,15
20251116,2025-11-16,2025,11,November,16
20251117,2025-11-17,2025,11,November,17
20251118,2025-11-18,2025,11,November,18
20251119,2025-11-19,2025,11,November,19
20251120,2025-11-20,2025,11,November,20
20251121,2025-11-21,2025,11,November,21
20251122,2025-11-22,2025,11,November,22
20251123,2025-11-23,2025,11,November,23
20251124,2025-11-24,2025,11,November,24
20251125,2025-11-25,2025,11,November,25
20251126,2025-11-26,2025,11,November,26
20251127,2025-11-27,2025,11,November,27
20251128,2025-11-28,2025,11,November,28
20251129,2025-11-29,2025,11,November,29
20251130,2025-11-30,2025,11,November,30
20251201,2025-12-01,2025,12,December,1
20251202,2025-12-02,2025,12,December,2
20251203,2025-12-03,2025,12,December,3
20251204,2025-12-04,2025,12,December,4
20251205,2025-12-05,2025,12,December,5
20251206,2025-12-06,2025,12,December,6
20251207,2025-12-07,2025,12,December,7
20251208,2025-12-08,2025,12,December,8
20251209,2025-12-09,2025,12,December,9
20251210,2025-12-10,2025,12,December,10
20251211,2025-12-11,2025,12,December,11
20251212,2025-12-12,2025,12,December,12
20251213,2025-12-13,2025,12,December,13
20251214,2025-12-14,2025,12,December,14
20251215,2025-12-15,2025,12,December,15
20251216,2025-12-16,2025,12,December,16
20251217,2025-12-17,2025,12,December,17
20251218,2025-12-18,2025,12,December,18
20251219,2025-12-19,2025,12,December,19
20251220,2025-12-20,2025,12,December,20
20251221,2025-12-21,2025,12,December,21
20251222,2025-12-22,2025,12,December,22
20251223,2025-12-23,2025,12,December,23
20251224,2025-12-24,2025,12,December,24
20251225,2025-12-25,2025,12,December,25
20251226,2025-12-26,2025,12,December,26
20251227,2025-12-27,2025,12,December,27
20251228,2025-12-28,2025,12,December,28
20251229,2025-12-29,2025,12,December,29
20251230,2025-12-30,2025,12,December,30
20251231,2025-12-31,2025,12,December,31
